item,subgraph_count,subgraph_list,subgraph_code_list
<http://www.wikidata.org/entity/Q23158>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q23688597>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23724686>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23817330>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24847265>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24847309>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24883461>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25021304>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25052202>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25184119>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25185080>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25287338>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25290531>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25296553>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28246072>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28251077>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309745>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309879>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28311413>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313693>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29927488>,2,architectural structure|building,Q811979|Q41176
<http://www.wikidata.org/entity/Q30616078>,2,clinical trial|scholarly article,Q30612|Q13442814
<http://www.wikidata.org/entity/Q4782703>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q55578182>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q6101545>,2,Wikimedia list article|sports season,Q13406463|Q27020041
<http://www.wikidata.org/entity/Q14515051>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q14748962>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q23199586>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q23705635>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24819369>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24859994>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24879452>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24959405>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24982884>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25081015>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25081380>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25191473>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25479489>,2,building|church building,Q41176|Q16970
<http://www.wikidata.org/entity/Q28227303>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234936>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28242499>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28307026>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28307893>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28308526>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309664>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311936>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28312624>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28315129>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28315150>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q3919842>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q41210786>,2,architectural structure|house,Q811979|Q3947
<http://www.wikidata.org/entity/Q4214865>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4475089>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q71860951>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q12109830>,2,river|stream,Q4022|Q47521
<http://www.wikidata.org/entity/Q13683200>,2,human settlement|village-level division in China,Q486972|Q13100073
<http://www.wikidata.org/entity/Q14752281>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q15490893>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q16701913>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q16704263>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q18778618>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q18781599>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q20505402>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q20516127>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q20747867>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23732087>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24824488>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24843766>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25198222>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25298755>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25858878>,2,"encyclopedia article|version, edition, or translation",Q13433827|Q3331189
<http://www.wikidata.org/entity/Q28227915>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28229725>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28232823>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28260857>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28263453>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310452>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310599>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313771>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28314308>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29651959>,2,house|architectural structure,Q3947|Q811979
<http://www.wikidata.org/entity/Q29930703>,2,house|architectural structure,Q3947|Q811979
<http://www.wikidata.org/entity/Q3585226>,2,building|church building,Q41176|Q16970
<http://www.wikidata.org/entity/Q3730776>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q4444636>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q55455079>,2,"version, edition, or translation|literary work",Q3331189|Q7725634
<http://www.wikidata.org/entity/Q55595147>,2,building|house,Q41176|Q3947
<http://www.wikidata.org/entity/Q66903548>,2,"version, edition, or translation|literary work",Q3331189|Q7725634
<http://www.wikidata.org/entity/Q8553085>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q13652251>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q14849814>,2,watercourse|stream,Q355304|Q47521
<http://www.wikidata.org/entity/Q18799983>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q21917608>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q21965412>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23700303>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24033936>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q24824896>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24855206>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24920592>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25005790>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25023578>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25068756>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25122123>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q2630293>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q28089591>,2,watercourse|stream,Q355304|Q47521
<http://www.wikidata.org/entity/Q28152338>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28226823>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28230309>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28230558>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28231842>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233644>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309886>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28312571>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28312972>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28313205>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28315103>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29873794>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q42418027>,2,architectural structure|building,Q811979|Q41176
<http://www.wikidata.org/entity/Q4583033>,2,sports season|Wikimedia list article,Q27020041|Q13406463
<http://www.wikidata.org/entity/Q6749975>,2,architectural structure|building,Q811979|Q41176
<http://www.wikidata.org/entity/Q684637>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q10673013>,2,building|primary school,Q41176|Q9842
<http://www.wikidata.org/entity/Q13102390>,2,river|stream,Q4022|Q47521
<http://www.wikidata.org/entity/Q131148>,2,mountain|island,Q8502|Q23442
<http://www.wikidata.org/entity/Q20403962>,2,Wikimedia list article|position,Q13406463|Q4164871
<http://www.wikidata.org/entity/Q2046494>,2,architectural structure|street,Q811979|Q79007
<http://www.wikidata.org/entity/Q21965753>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23696001>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23992558>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q24818449>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24830427>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24842081>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24842419>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24854767>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24879336>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25019192>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25033455>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25033457>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25068647>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25185336>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25198857>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25293818>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25615517>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q28227283>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28229621>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28229881>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28231241>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28233093>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28300445>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28308747>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309983>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310568>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28311055>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29575384>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q29786772>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q29787018>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q29874899>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q30002233>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q4286330>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q5828447>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q62579599>,2,"version, edition, or translation|album",Q3331189|Q482994
<http://www.wikidata.org/entity/Q11324040>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q12077210>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q12415543>,2,village|village in India,Q532|Q56436498
<http://www.wikidata.org/entity/Q15410289>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q18772570>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q21650945>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q21651038>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q23687996>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23688194>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24824552>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24827342>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24827468>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24843765>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24847242>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24920505>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25022290>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25024086>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25125189>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25181028>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25209273>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25252268>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25310310>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227284>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227575>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28231078>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28234311>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28278821>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28282498>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28308423>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28312430>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28312732>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28314243>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29525937>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q29890370>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q3668448>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q4278802>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q4313451>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q441049>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q4516882>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q48563728>,2,architectural structure|building,Q811979|Q41176
<http://www.wikidata.org/entity/Q49043441>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q14751667>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q153506>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q16692549>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q16713057>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q16715273>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q18366677>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q20663786>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q22231195>,2,architectural structure|building,Q811979|Q41176
<http://www.wikidata.org/entity/Q23690043>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23696768>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23728906>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24838091>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24855192>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24897209>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24990061>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24999779>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25027306>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25033567>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25179501>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25278734>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28226907>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28227388>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28229885>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28230984>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28231128>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233716>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28243971>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28243991>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28261233>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28274532>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28285179>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28296977>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28306622>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309550>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310400>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28314477>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28314644>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28314661>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q31453401>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q4337721>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q4378577>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q80016482>,2,painting|item of collection or exhibition,Q3305213|Q18593264
<http://www.wikidata.org/entity/Q96031520>,2,painting|print,Q3305213|Q11060274
<http://www.wikidata.org/entity/Q12029247>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q12072547>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q12205402>,2,island|village,Q23442|Q532
<http://www.wikidata.org/entity/Q13647992>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q1624141>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q16708996>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q16717310>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q1715122>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q19523656>,2,"version, edition, or translation|literary work",Q3331189|Q7725634
<http://www.wikidata.org/entity/Q20937347>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q21344956>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q2220451>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q22418079>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24940995>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25005810>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25017892>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25023714>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25033700>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25049458>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25255372>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25294000>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25296668>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q26617328>,2,architectural structure|building,Q811979|Q41176
<http://www.wikidata.org/entity/Q28227028>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227191>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28229795>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28231840>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28234032>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28293402>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28308750>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28311427>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28312978>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29581813>,2,house|architectural structure,Q3947|Q811979
<http://www.wikidata.org/entity/Q29874409>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q79902828>,2,item of collection or exhibition|painting,Q18593264|Q3305213
<http://www.wikidata.org/entity/Q10545154>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q13652951>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q1392353>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q1496690>,2,mountain|island,Q8502|Q23442
<http://www.wikidata.org/entity/Q15060270>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q1659973>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q2026181>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q20553097>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q2103362>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q21334972>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q21906578>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q21963525>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q21963886>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23134>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q23676714>,2,human settlement|watercourse,Q486972|Q355304
<http://www.wikidata.org/entity/Q23678560>,2,stream|watercourse,Q47521|Q355304
<http://www.wikidata.org/entity/Q23693893>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24824654>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24825053>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24879484>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24881116>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24886372>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24899008>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25033516>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25184040>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25251563>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25281346>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25298746>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q2555401>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q26683361>,2,architectural structure|building,Q811979|Q41176
<http://www.wikidata.org/entity/Q28226549>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227100>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227516>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227579>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227744>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28228554>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28229814>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28232523>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28257833>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28263833>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28308959>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309404>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28311337>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28312938>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28314125>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29873789>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29874327>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29883380>,2,architectural structure|house,Q811979|Q3947
<http://www.wikidata.org/entity/Q4207625>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q4278694>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q6502106>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q7267695>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q74823352>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q1056001>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q10768319>,2,village in India|human settlement,Q56436498|Q486972
<http://www.wikidata.org/entity/Q14402629>,2,Wikimedia template|Wikimedia category,Q11266439|Q4167836
<http://www.wikidata.org/entity/Q1613504>,2,river|watercourse,Q4022|Q355304
